what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290926439536
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926442083
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926603249
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1290926603295
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926620544
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926681826
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1290926681879
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926682191
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926682944
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1290926684691
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926701418
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926709371
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1290926709411
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926723149
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926724779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926725267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926781301
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926782820
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926827944
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1290926827987
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290926832054
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926838528
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926841082
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290926842665
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290926843299
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926844127
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290926845617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926848112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926904499
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1290926904543
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290926909972
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926911456
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926914089
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.show.outline",1290926914189
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926915388
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926916070
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926916237
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926916398
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926916557
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926916718
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1290926920271
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926921512
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926922318
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926922510
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926922670
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1290926922814
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290926923320
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1290926923571
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290926924830
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926930644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926937887
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1290926937929
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290926946902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927039639
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1290927039682
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927041134
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927055470
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927070271
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927077940
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290927087350
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927088140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927088545
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290927096986
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290927103294
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927104264
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927104690
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927104966
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927105725
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927106049
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927106329
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1290927115955
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1290927117250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927118069
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927118875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927119180
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927127230
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927182736
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927184245
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1290927187402
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927187601
closed,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1290927187649
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1290927188724
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927188790
closed,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1290927188798
started,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1290927189156
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1290927189479
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1290927189598
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1290927189685
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1290927189875
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1290927190032
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927191569
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290927200531
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927201166
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927201203
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1290927221377
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290927227897
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290927235237
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927235553
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927235590
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927242503
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1290927253007
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927253965
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927299287
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927307677
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927311996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927314103
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927314966
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927315136
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927320668
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1290927322757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927324763
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1290927327769
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927329936
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1290927332773
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290927334148
